sample,author_key,author,title,written,published,group,genre,words,raw_file,source_url
jackson_3.txt,jackson,Andrew Jackson (Tenn.),Correspondence vol. 3 (letters 1820-1828; Bassett 1928),1820-1828,1928,early,letters,2162,archive_correspondenceof0003jack.txt,https://archive.org/details/correspondenceof0003jack
jackson_4.txt,jackson,Andrew Jackson (Tenn.),Correspondence vol. 3 (letters 1820-1828; Bassett 1928),1820-1828,1928,early,letters,2005,archive_correspondenceof0003jack.txt,https://archive.org/details/correspondenceof0003jack
jqadams_1.txt,jqadams,John Quincy Adams (Mass.),Memoirs vol. 5 (diary 1819-1821; publ. 1875),1819-1821,1875,early,diary,2028,archive_memjohnquincy05adamrich.txt,https://archive.org/details/memjohnquincy05adamrich
jqadams_2.txt,jqadams,John Quincy Adams (Mass.),Memoirs vol. 5 (diary 1819-1821; publ. 1875),1819-1821,1875,early,diary,2070,archive_memjohnquincy05adamrich.txt,https://archive.org/details/memjohnquincy05adamrich
jqadams_3.txt,jqadams,John Quincy Adams (Mass.),Memoirs vol. 5 (diary 1819-1821; publ. 1875),1819-1821,1875,early,diary,2047,archive_memjohnquincy05adamrich.txt,https://archive.org/details/memjohnquincy05adamrich
jqadams_4.txt,jqadams,John Quincy Adams (Mass.),Memoirs vol. 5 (diary 1819-1821; publ. 1875),1819-1821,1875,early,diary,2002,archive_memjohnquincy05adamrich.txt,https://archive.org/details/memjohnquincy05adamrich
ejames_1.txt,ejames,Edwin James (Long expedition),Account of an Expedition from Pittsburgh to the Rocky Mountains vol. 2 (1823),1819-1820,1823,early,travel narrative,2138,archive_accountofexpedit02jame.txt,https://archive.org/details/accountofexpedit02jame
ejames_2.txt,ejames,Edwin James (Long expedition),Account of an Expedition from Pittsburgh to the Rocky Mountains vol. 2 (1823),1819-1820,1823,early,travel narrative,2147,archive_accountofexpedit02jame.txt,https://archive.org/details/accountofexpedit02jame
ejames_3.txt,ejames,Edwin James (Long expedition),Account of an Expedition from Pittsburgh to the Rocky Mountains vol. 2 (1823),1819-1820,1823,early,travel narrative,2000,archive_accountofexpedit02jame.txt,https://archive.org/details/accountofexpedit02jame
ejames_4.txt,ejames,Edwin James (Long expedition),Account of an Expedition from Pittsburgh to the Rocky Mountains vol. 2 (1823),1819-1820,1823,early,travel narrative,2006,archive_accountofexpedit02jame.txt,https://archive.org/details/accountofexpedit02jame
flint_1.txt,flint,Timothy Flint (Mass./Mississippi valley),Recollections of the Last Ten Years (1826),1815-1825,1826,early,letters,2088,archive_recollectionsofl00flin_0.txt,https://archive.org/details/recollectionsofl00flin_0
flint_2.txt,flint,Timothy Flint (Mass./Mississippi valley),Recollections of the Last Ten Years (1826),1815-1825,1826,early,letters,2224,archive_recollectionsofl00flin_0.txt,https://archive.org/details/recollectionsofl00flin_0
flint_3.txt,flint,Timothy Flint (Mass./Mississippi valley),Recollections of the Last Ten Years (1826),1815-1825,1826,early,letters,2103,archive_recollectionsofl00flin_0.txt,https://archive.org/details/recollectionsofl00flin_0
flint_4.txt,flint,Timothy Flint (Mass./Mississippi valley),Recollections of the Last Ten Years (1826),1815-1825,1826,early,letters,2067,archive_recollectionsofl00flin_0.txt,https://archive.org/details/recollectionsofl00flin_0
hall_1.txt,hall,James Hall (Pa./Ill.),Letters from the West (1828),1820-1826,1828,early,letters,2146,archive_lettersfromwestc00hall.txt,https://archive.org/details/lettersfromwestc00hall
hall_2.txt,hall,James Hall (Pa./Ill.),Letters from the West (1828),1820-1826,1828,early,letters,2075,archive_lettersfromwestc00hall.txt,https://archive.org/details/lettersfromwestc00hall
hall_3.txt,hall,James Hall (Pa./Ill.),Letters from the West (1828),1820-1826,1828,early,letters,2042,archive_lettersfromwestc00hall.txt,https://archive.org/details/lettersfromwestc00hall
hall_4.txt,hall,James Hall (Pa./Ill.),Letters from the West (1828),1820-1826,1828,early,letters,2065,archive_lettersfromwestc00hall.txt,https://archive.org/details/lettersfromwestc00hall
paulding_1.txt,paulding,James Kirke Paulding (N.Y.),"Letters from the South, written during an excursion in the summer of 1816 (1817)",1816,1817,early,letters,2163,archive_lettersfromsouth00paul.txt,https://archive.org/details/lettersfromsouth00paul
paulding_2.txt,paulding,James Kirke Paulding (N.Y.),"Letters from the South, written during an excursion in the summer of 1816 (1817)",1816,1817,early,letters,2147,archive_lettersfromsouth00paul.txt,https://archive.org/details/lettersfromsouth00paul
paulding_3.txt,paulding,James Kirke Paulding (N.Y.),"Letters from the South, written during an excursion in the summer of 1816 (1817)",1816,1817,early,letters,2028,archive_lettersfromsouth00paul.txt,https://archive.org/details/lettersfromsouth00paul
paulding_4.txt,paulding,James Kirke Paulding (N.Y.),"Letters from the South, written during an excursion in the summer of 1816 (1817)",1816,1817,early,letters,2064,archive_lettersfromsouth00paul.txt,https://archive.org/details/lettersfromsouth00paul
pike_1.txt,pike,Zebulon M. Pike (N.J.),Expeditions vol. 1 (journals 1805-1807; publ. 1810; Coues ed. 1895),1805-1807,1810,early,journal,2047,gutenberg_43774.txt,https://www.gutenberg.org/ebooks/43774
pike_2.txt,pike,Zebulon M. Pike (N.J.),Expeditions vol. 1 (journals 1805-1807; publ. 1810; Coues ed. 1895),1805-1807,1810,early,journal,2068,gutenberg_43774.txt,https://www.gutenberg.org/ebooks/43774
pike_3.txt,pike,Zebulon M. Pike (N.J.),Expeditions vol. 1 (journals 1805-1807; publ. 1810; Coues ed. 1895),1805-1807,1810,early,journal,2055,gutenberg_43774.txt,https://www.gutenberg.org/ebooks/43774
pike_4.txt,pike,Zebulon M. Pike (N.J.),Expeditions vol. 1 (journals 1805-1807; publ. 1810; Coues ed. 1895),1805-1807,1810,early,journal,2002,gutenberg_43774.txt,https://www.gutenberg.org/ebooks/43774
biddle_1.txt,biddle,Nicholas Biddle (Pa.; Lewis & Clark narrative),History of the Expedition under Lewis and Clark vol. 1 (1814; Coues ed. 1893),1804-1814,1814,early,travel narrative,2186,gutenberg_16565.txt,https://www.gutenberg.org/ebooks/16565
biddle_2.txt,biddle,Nicholas Biddle (Pa.; Lewis & Clark narrative),History of the Expedition under Lewis and Clark vol. 1 (1814; Coues ed. 1893),1804-1814,1814,early,travel narrative,2032,gutenberg_16565.txt,https://www.gutenberg.org/ebooks/16565
biddle_3.txt,biddle,Nicholas Biddle (Pa.; Lewis & Clark narrative),History of the Expedition under Lewis and Clark vol. 1 (1814; Coues ed. 1893),1804-1814,1814,early,travel narrative,2046,gutenberg_16565.txt,https://www.gutenberg.org/ebooks/16565
biddle_4.txt,biddle,Nicholas Biddle (Pa.; Lewis & Clark narrative),History of the Expedition under Lewis and Clark vol. 1 (1814; Coues ed. 1893),1804-1814,1814,early,travel narrative,2118,gutenberg_16565.txt,https://www.gutenberg.org/ebooks/16565
gregg_1.txt,gregg,Josiah Gregg (Mo./Santa Fe trade),Commerce of the Prairies part 2 (1844),1831-1843,1844,early,travel narrative,2051,gutenberg_44205.txt,https://www.gutenberg.org/ebooks/44205
gregg_2.txt,gregg,Josiah Gregg (Mo./Santa Fe trade),Commerce of the Prairies part 2 (1844),1831-1843,1844,early,travel narrative,2172,gutenberg_44205.txt,https://www.gutenberg.org/ebooks/44205
gregg_3.txt,gregg,Josiah Gregg (Mo./Santa Fe trade),Commerce of the Prairies part 2 (1844),1831-1843,1844,early,travel narrative,2039,gutenberg_44205.txt,https://www.gutenberg.org/ebooks/44205
gregg_4.txt,gregg,Josiah Gregg (Mo./Santa Fe trade),Commerce of the Prairies part 2 (1844),1831-1843,1844,early,travel narrative,2030,gutenberg_44205.txt,https://www.gutenberg.org/ebooks/44205
pattie_1.txt,pattie,James Ohio Pattie (Ky./Mo.; ed. Flint),Personal Narrative (1831),1824-1830,1831,early,travel narrative,2161,gutenberg_46110.txt,https://www.gutenberg.org/ebooks/46110
pattie_2.txt,pattie,James Ohio Pattie (Ky./Mo.; ed. Flint),Personal Narrative (1831),1824-1830,1831,early,travel narrative,2112,gutenberg_46110.txt,https://www.gutenberg.org/ebooks/46110
pattie_3.txt,pattie,James Ohio Pattie (Ky./Mo.; ed. Flint),Personal Narrative (1831),1824-1830,1831,early,travel narrative,2074,gutenberg_46110.txt,https://www.gutenberg.org/ebooks/46110
pattie_4.txt,pattie,James Ohio Pattie (Ky./Mo.; ed. Flint),Personal Narrative (1831),1824-1830,1831,early,travel narrative,2113,gutenberg_46110.txt,https://www.gutenberg.org/ebooks/46110
tjames_1.txt,tjames,Thomas James (Mo.; Santa Fe 1821-22),Three Years Among the Indians and Mexicans (1846),1846 (about 1809-1822),1846,early,memoir,2162,archive_threeyearsamongi00jame.txt,https://archive.org/details/threeyearsamongi00jame
tjames_2.txt,tjames,Thomas James (Mo.; Santa Fe 1821-22),Three Years Among the Indians and Mexicans (1846),1846 (about 1809-1822),1846,early,memoir,2044,archive_threeyearsamongi00jame.txt,https://archive.org/details/threeyearsamongi00jame
tjames_3.txt,tjames,Thomas James (Mo.; Santa Fe 1821-22),Three Years Among the Indians and Mexicans (1846),1846 (about 1809-1822),1846,early,memoir,2266,archive_threeyearsamongi00jame.txt,https://archive.org/details/threeyearsamongi00jame
tjames_4.txt,tjames,Thomas James (Mo.; Santa Fe 1821-22),Three Years Among the Indians and Mexicans (1846),1846 (about 1809-1822),1846,early,memoir,2063,archive_threeyearsamongi00jame.txt,https://archive.org/details/threeyearsamongi00jame
irving_1.txt,irving,Washington Irving (N.Y.),A Tour on the Prairies (1835),1832-1835,1835,early,travel narrative,2028,archive_touronprairies00irvi.txt,https://archive.org/details/touronprairies00irvi
irving_2.txt,irving,Washington Irving (N.Y.),A Tour on the Prairies (1835),1832-1835,1835,early,travel narrative,2021,archive_touronprairies00irvi.txt,https://archive.org/details/touronprairies00irvi
irving_3.txt,irving,Washington Irving (N.Y.),A Tour on the Prairies (1835),1832-1835,1835,early,travel narrative,2050,archive_touronprairies00irvi.txt,https://archive.org/details/touronprairies00irvi
irving_4.txt,irving,Washington Irving (N.Y.),A Tour on the Prairies (1835),1832-1835,1835,early,travel narrative,2023,archive_touronprairies00irvi.txt,https://archive.org/details/touronprairies00irvi
bagby_1.txt,bagby,"George W. Bagby (Lynchburg/Richmond, Va.)",Selections from the Miscellaneous Writings vol. 2 (1885),1860s-1883,1885,late,sketches/essays,2001,archive_selectionsfrommi02bagbrich.txt,https://archive.org/details/selectionsfrommi02bagbrich
bagby_2.txt,bagby,"George W. Bagby (Lynchburg/Richmond, Va.)",Selections from the Miscellaneous Writings vol. 2 (1885),1860s-1883,1885,late,sketches/essays,2127,archive_selectionsfrommi02bagbrich.txt,https://archive.org/details/selectionsfrommi02bagbrich
bagby_3.txt,bagby,"George W. Bagby (Lynchburg/Richmond, Va.)",Selections from the Miscellaneous Writings vol. 2 (1885),1860s-1883,1885,late,sketches/essays,2046,archive_selectionsfrommi02bagbrich.txt,https://archive.org/details/selectionsfrommi02bagbrich
bagby_4.txt,bagby,"George W. Bagby (Lynchburg/Richmond, Va.)",Selections from the Miscellaneous Writings vol. 2 (1885),1860s-1883,1885,late,sketches/essays,2009,archive_selectionsfrommi02bagbrich.txt,https://archive.org/details/selectionsfrommi02bagbrich
cooke_1.txt,cooke,John Esten Cooke (Va.),Virginia: A History of the People (1883),1883,1883,late,history,2046,archive_virginiaahistor02cookgoog.txt,https://archive.org/details/virginiaahistor02cookgoog
cooke_2.txt,cooke,John Esten Cooke (Va.),Virginia: A History of the People (1883),1883,1883,late,history,2040,archive_virginiaahistor02cookgoog.txt,https://archive.org/details/virginiaahistor02cookgoog
cooke_3.txt,cooke,John Esten Cooke (Va.),Virginia: A History of the People (1883),1883,1883,late,history,2056,archive_virginiaahistor02cookgoog.txt,https://archive.org/details/virginiaahistor02cookgoog
cooke_4.txt,cooke,John Esten Cooke (Va.),Virginia: A History of the People (1883),1883,1883,late,history,2004,archive_virginiaahistor02cookgoog.txt,https://archive.org/details/virginiaahistor02cookgoog
cooke_lee_1.txt,cooke_lee,John Esten Cooke (Va.),A Life of Gen. Robert E. Lee (1871),1871,1871,late,biography,2103,gutenberg_10692.txt,https://www.gutenberg.org/ebooks/10692
cooke_lee_2.txt,cooke_lee,John Esten Cooke (Va.),A Life of Gen. Robert E. Lee (1871),1871,1871,late,biography,2126,gutenberg_10692.txt,https://www.gutenberg.org/ebooks/10692
cooke_lee_3.txt,cooke_lee,John Esten Cooke (Va.),A Life of Gen. Robert E. Lee (1871),1871,1871,late,biography,2093,gutenberg_10692.txt,https://www.gutenberg.org/ebooks/10692
cooke_lee_4.txt,cooke_lee,John Esten Cooke (Va.),A Life of Gen. Robert E. Lee (1871),1871,1871,late,biography,2045,gutenberg_10692.txt,https://www.gutenberg.org/ebooks/10692
davis_1.txt,davis,Jefferson Davis (Miss.),Rise and Fall of the Confederate Government vol. 1 (1881),1881,1881,late,history/memoir,2025,gutenberg_19831.txt,https://www.gutenberg.org/ebooks/19831
davis_2.txt,davis,Jefferson Davis (Miss.),Rise and Fall of the Confederate Government vol. 1 (1881),1881,1881,late,history/memoir,2011,gutenberg_19831.txt,https://www.gutenberg.org/ebooks/19831
davis_3.txt,davis,Jefferson Davis (Miss.),Rise and Fall of the Confederate Government vol. 1 (1881),1881,1881,late,history/memoir,2134,gutenberg_19831.txt,https://www.gutenberg.org/ebooks/19831
davis_4.txt,davis,Jefferson Davis (Miss.),Rise and Fall of the Confederate Government vol. 1 (1881),1881,1881,late,history/memoir,2085,gutenberg_19831.txt,https://www.gutenberg.org/ebooks/19831
page_1.txt,page,Thomas Nelson Page (Va.),Two Little Confederates (1888),1888,1888,late,fiction,2018,gutenberg_26725.txt,https://www.gutenberg.org/ebooks/26725
page_2.txt,page,Thomas Nelson Page (Va.),Two Little Confederates (1888),1888,1888,late,fiction,2047,gutenberg_26725.txt,https://www.gutenberg.org/ebooks/26725
page_3.txt,page,Thomas Nelson Page (Va.),Two Little Confederates (1888),1888,1888,late,fiction,2002,gutenberg_26725.txt,https://www.gutenberg.org/ebooks/26725
page_4.txt,page,Thomas Nelson Page (Va.),Two Little Confederates (1888),1888,1888,late,fiction,2001,gutenberg_26725.txt,https://www.gutenberg.org/ebooks/26725
cable_1.txt,cable,George W. Cable (La.),Old Creole Days (1879),1873-1879,1879,late,fiction,2003,gutenberg_10234.txt,https://www.gutenberg.org/ebooks/10234
cable_2.txt,cable,George W. Cable (La.),Old Creole Days (1879),1873-1879,1879,late,fiction,2000,gutenberg_10234.txt,https://www.gutenberg.org/ebooks/10234
cable_3.txt,cable,George W. Cable (La.),Old Creole Days (1879),1873-1879,1879,late,fiction,2005,gutenberg_10234.txt,https://www.gutenberg.org/ebooks/10234
cable_4.txt,cable,George W. Cable (La.),Old Creole Days (1879),1873-1879,1879,late,fiction,2004,gutenberg_10234.txt,https://www.gutenberg.org/ebooks/10234
eggleston_1.txt,eggleston,George Cary Eggleston (Va.),A Rebel's Recollections (1874),1874,1874,late,memoir,2117,gutenberg_51211.txt,https://www.gutenberg.org/ebooks/51211
eggleston_2.txt,eggleston,George Cary Eggleston (Va.),A Rebel's Recollections (1874),1874,1874,late,memoir,2265,gutenberg_51211.txt,https://www.gutenberg.org/ebooks/51211
eggleston_3.txt,eggleston,George Cary Eggleston (Va.),A Rebel's Recollections (1874),1874,1874,late,memoir,2197,gutenberg_51211.txt,https://www.gutenberg.org/ebooks/51211
eggleston_4.txt,eggleston,George Cary Eggleston (Va.),A Rebel's Recollections (1874),1874,1874,late,memoir,2042,gutenberg_51211.txt,https://www.gutenberg.org/ebooks/51211
twain_1.txt,twain,Mark Twain (Mo.),Life on the Mississippi (1883),1874-1883,1883,late,memoir/travel,2122,gutenberg_245.txt,https://www.gutenberg.org/ebooks/245
twain_2.txt,twain,Mark Twain (Mo.),Life on the Mississippi (1883),1874-1883,1883,late,memoir/travel,2121,gutenberg_245.txt,https://www.gutenberg.org/ebooks/245
twain_3.txt,twain,Mark Twain (Mo.),Life on the Mississippi (1883),1874-1883,1883,late,memoir/travel,2019,gutenberg_245.txt,https://www.gutenberg.org/ebooks/245
twain_4.txt,twain,Mark Twain (Mo.),Life on the Mississippi (1883),1874-1883,1883,late,memoir/travel,2043,gutenberg_245.txt,https://www.gutenberg.org/ebooks/245
twain_letters_1.txt,twain_letters,Mark Twain (Mo.),Mark Twain's Letters vol. 3 (letters 1876-1885; Paine ed. 1917),1876-1885,1917,late,letters,2014,gutenberg_3195.txt,https://www.gutenberg.org/ebooks/3195
twain_letters_2.txt,twain_letters,Mark Twain (Mo.),Mark Twain's Letters vol. 3 (letters 1876-1885; Paine ed. 1917),1876-1885,1917,late,letters,2032,gutenberg_3195.txt,https://www.gutenberg.org/ebooks/3195
twain_letters_3.txt,twain_letters,Mark Twain (Mo.),Mark Twain's Letters vol. 3 (letters 1876-1885; Paine ed. 1917),1876-1885,1917,late,letters,2016,gutenberg_3195.txt,https://www.gutenberg.org/ebooks/3195
twain_letters_4.txt,twain_letters,Mark Twain (Mo.),Mark Twain's Letters vol. 3 (letters 1876-1885; Paine ed. 1917),1876-1885,1917,late,letters,2020,gutenberg_3195.txt,https://www.gutenberg.org/ebooks/3195
lee_1.txt,lee,Robert E. Lee (Va.),Letters 1861-1870 quoted in Recollections and Letters (1904),1861-1870,1904,late,letters,2063,gutenberg_2323.txt,https://www.gutenberg.org/ebooks/2323
lee_2.txt,lee,Robert E. Lee (Va.),Letters 1861-1870 quoted in Recollections and Letters (1904),1861-1870,1904,late,letters,2041,gutenberg_2323.txt,https://www.gutenberg.org/ebooks/2323
lee_3.txt,lee,Robert E. Lee (Va.),Letters 1861-1870 quoted in Recollections and Letters (1904),1861-1870,1904,late,letters,2112,gutenberg_2323.txt,https://www.gutenberg.org/ebooks/2323
lee_4.txt,lee,Robert E. Lee (Va.),Letters 1861-1870 quoted in Recollections and Letters (1904),1861-1870,1904,late,letters,2021,gutenberg_2323.txt,https://www.gutenberg.org/ebooks/2323
cabell_1.txt,cabell,"Margaret Anthony Cabell (Lynchburg, Va.)",Sketches and Recollections of Lynchburg (1858),1858,1858,mid,local history,2037,archive_sketchesrecollec00cabe.txt,https://archive.org/details/sketchesrecollec00cabe
cabell_2.txt,cabell,"Margaret Anthony Cabell (Lynchburg, Va.)",Sketches and Recollections of Lynchburg (1858),1858,1858,mid,local history,2016,archive_sketchesrecollec00cabe.txt,https://archive.org/details/sketchesrecollec00cabe
cabell_3.txt,cabell,"Margaret Anthony Cabell (Lynchburg, Va.)",Sketches and Recollections of Lynchburg (1858),1858,1858,mid,local history,2060,archive_sketchesrecollec00cabe.txt,https://archive.org/details/sketchesrecollec00cabe
cabell_4.txt,cabell,"Margaret Anthony Cabell (Lynchburg, Va.)",Sketches and Recollections of Lynchburg (1858),1858,1858,mid,local history,2064,archive_sketchesrecollec00cabe.txt,https://archive.org/details/sketchesrecollec00cabe
christian_1.txt,christian,"W. Asbury Christian (Lynchburg, Va.)",Lynchburg and Its People (1900),1900,1900,late,local history,2015,archive_lynchburgitspeop00chri.txt,https://archive.org/details/lynchburgitspeop00chri
christian_2.txt,christian,"W. Asbury Christian (Lynchburg, Va.)",Lynchburg and Its People (1900),1900,1900,late,local history,2075,archive_lynchburgitspeop00chri.txt,https://archive.org/details/lynchburgitspeop00chri
christian_3.txt,christian,"W. Asbury Christian (Lynchburg, Va.)",Lynchburg and Its People (1900),1900,1900,late,local history,2014,archive_lynchburgitspeop00chri.txt,https://archive.org/details/lynchburgitspeop00chri
christian_4.txt,christian,"W. Asbury Christian (Lynchburg, Va.)",Lynchburg and Its People (1900),1900,1900,late,local history,2056,archive_lynchburgitspeop00chri.txt,https://archive.org/details/lynchburgitspeop00chri
pollock_1.txt,pollock,"Edward Pollock (ed.) (Lynchburg, Va.)","Sketch Book of Lynchburg, Va. (1887)",1887,1887,late,local description,2016,archive_sketchbookoflync00poll.txt,https://archive.org/details/sketchbookoflync00poll
pollock_2.txt,pollock,"Edward Pollock (ed.) (Lynchburg, Va.)","Sketch Book of Lynchburg, Va. (1887)",1887,1887,late,local description,2016,archive_sketchbookoflync00poll.txt,https://archive.org/details/sketchbookoflync00poll
pollock_3.txt,pollock,"Edward Pollock (ed.) (Lynchburg, Va.)","Sketch Book of Lynchburg, Va. (1887)",1887,1887,late,local description,2002,archive_sketchbookoflync00poll.txt,https://archive.org/details/sketchbookoflync00poll
pollock_4.txt,pollock,"Edward Pollock (ed.) (Lynchburg, Va.)","Sketch Book of Lynchburg, Va. (1887)",1887,1887,late,local description,2000,archive_sketchbookoflync00poll.txt,https://archive.org/details/sketchbookoflync00poll
shsp_1.txt,shsp,Southern Historical Society Papers (various Va. authors),SHSP vol. 12 (1884),1884,1884,late,history/memoir,2299,archive_southernhistoric12sout.txt,
shsp_2.txt,shsp,Southern Historical Society Papers (various Va. authors),SHSP vol. 12 (1884),1884,1884,late,history/memoir,2062,archive_southernhistoric12sout.txt,
shsp_3.txt,shsp,Southern Historical Society Papers (various Va. authors),SHSP vol. 12 (1884),1884,1884,late,history/memoir,2011,archive_southernhistoric12sout.txt,
shsp_4.txt,shsp,Southern Historical Society Papers (various Va. authors),SHSP vol. 12 (1884),1884,1884,late,history/memoir,2039,archive_southernhistoric12sout.txt,
poe_goldbug_1.txt,poe_goldbug,Edgar Allan Poe (Va./Md.),The Gold-Bug (1843),1843,1843,poe,fiction,2044,gutenberg_2147.txt,https://www.gutenberg.org/ebooks/2147
poe_goldbug_2.txt,poe_goldbug,Edgar Allan Poe (Va./Md.),The Gold-Bug (1843),1843,1843,poe,fiction,2020,gutenberg_2147.txt,https://www.gutenberg.org/ebooks/2147
poe_letters_1.txt,poe_letters,Edgar Allan Poe (Va./Md.),"Letters quoted in Harrison, Life and Letters of E. A. Poe (1903)",1829-1849,1903,poe,letters,2113,archive_lifeandletterse00harrgoog.txt,https://archive.org/details/lifeandletterse00harrgoog
beale_letters.txt,beale_letters,Beale Papers (1885 pamphlet),"Beale letters (3 letters, 1822 as printed 1885)",?,1885,beale,letters,2716,data/primary,https://en.wikisource.org/wiki/The_Beale_Papers
beale_letter1.txt,beale_letter1,Beale Papers (1885 pamphlet),Beale letter of 4 Jan 1822,?,1885,beale,letters,2149,data/primary,https://en.wikisource.org/wiki/The_Beale_Papers
beale_b2.txt,beale_b2,Beale Papers (1885 pamphlet),Cipher 2 plaintext as printed,?,1885,beale,inventory,158,data/primary,https://en.wikisource.org/wiki/The_Beale_Papers
narrative.txt,narrative,Beale Papers (1885 pamphlet),Anonymous author narrative (1885),?,1885,beale,narrative,3954,data/primary,https://en.wikisource.org/wiki/The_Beale_Papers
morriss.txt,morriss,Beale Papers (1885 pamphlet),Morriss's statement as quoted (1862 as printed 1885),?,1885,beale,narrative,865,data/primary,https://en.wikisource.org/wiki/The_Beale_Papers
narrative_A.txt,narrative_A,Beale Papers (1885 pamphlet),"Anonymous narrative, first half",?,1885,beale,narrative,1982,data/primary,https://en.wikisource.org/wiki/The_Beale_Papers
narrative_B.txt,narrative_B,Beale Papers (1885 pamphlet),"Anonymous narrative, second half",?,1885,beale,narrative,1972,data/primary,https://en.wikisource.org/wiki/The_Beale_Papers
