id	play_index	key	group	author	date	note
A07064	0	jac_marston_antonios_revenge	JAC	Marston	1600	Q
A07083	0	jac_marston_sophonisba	JAC	Marston	1605	Q
A20867	0	jac_marston_jack_drum	JAC	Marston	1600	Q
A07067	0	jac_marston_insatiate_countess	JAC	Marston	1610	Q
A20066	0	jac_dekker_if_it_be_not_good	JAC	Dekker	1611	Q
A20076	0	jac_dekker_old_fortunatus	JAC	Dekker	1599	Q
A20083	0	jac_dekker_shoemakers_holiday	JAC	Dekker	1599	Q
A20088	0	jac_dekker_match_me	JAC	Dekker	1621	Q
A20092	0	jac_dekker_whore_of_babylon	JAC	Dekker	1606	Q
A03190	0	jac_heywood_challenge_for_beauty	JAC	Heywood	1635	Q
A03195	0	jac_heywood_english_traveller	JAC	Heywood	1627	Q
A03201	0	jac_heywood_fair_maid_west	JAC	Heywood	1610	Q
A03240	0	jac_heywood_maidenhead_well_lost	JAC	Heywood	1633	Q
A03244	0	jac_heywood_rape_of_lucrece	JAC	Heywood	1607	Q
A03248	0	jac_heywood_royal_king	JAC	Heywood	1602	Q
A03255	0	jac_heywood_wise_woman	JAC	Heywood	1604	Q
A11151	0	jac_rowley_match_at_midnight	JAC	Rowley	1622	Q
A11152	0	jac_rowley_shoemaker_gentleman	JAC	Rowley	1608	Q
A11153	0	jac_rowley_new_wonder	JAC	Rowley	1611	Q
A11155	0	jac_rowley_alls_lost_by_lust	JAC	Rowley	1619	Q
A00723	0	jac_field_amends_for_ladies	JAC	Field	1611	Q
A00725	0	jac_field_woman_weathercock	JAC	Field	1609	Q
A16923	0	jac_brome_antipodes	JAC	Brome	1638	Q
A16924	0	jac_brome_northern_lass	JAC	Brome	1629	Q
A16927	0	jac_brome_sparagus_garden	JAC	Brome	1635	Q
A19876	0	jac_davenant_cruel_brother	JAC	Davenant	1627	Q
A19881	0	jac_davenant_albovine	JAC	Davenant	1628	Q
A19883	0	jac_davenant_wits	JAC	Davenant	1634	Q
A13840	0	jac_tourneur_atheists_tragedy	JAC	Tourneur	1609	Q
A13843	0	jac_middleton_revengers_tragedy	JAC	Middleton?	1606	Q
A19757	0	jac_daborne_christian_turned_turk	JAC	Daborne	1610	Q
A21136	0	jac_anon_merry_devil	JAC	Anon	1602	Q
A11264	0	jac_middleton_puritan	JAC	Middleton?	1606	Q
A39799	0	ad_chances_1682	ADAPT	Buckingham	1682	orig=fl_chances by Fletcher
A39808	0	ad_pilgrim_1700	ADAPT	Vanbrugh	1700	orig=fl_pilgrim by Fletcher
A39812	0	ad_valentinian_1685	ADAPT	Rochester	1685	orig=fl_valentinian by Fletcher
A27197	0	ad_prophetess_1690	ADAPT	Betterton	1690	orig=fx_prophetess by Fletcher+Massinger
A27180	0	ad_bonduca_1696	ADAPT	Powell?	1696	orig=fl_bonduca by Fletcher
A27196	0	ad_philaster_1695	ADAPT	Settle	1695	orig=bf_philaster by Beaumont+Fletcher
A37025	0	ad_trick_for_trick_1678	ADAPT	DUrfey	1678	orig=fl_monsieur_thomas by Fletcher
A36966	0	ad_commonwealth_women_1686	ADAPT	DUrfey	1686	orig=fx_sea_voyage by Fletcher+Massinger
A62964	0	ad_island_princess_1687	ADAPT	Tate	1687	orig=fl_island_princess by Fletcher
A51499	0	ad_island_princess_1699	ADAPT	Motteux	1699	orig=fl_island_princess by Fletcher
A36513	0	ad_sham_lawyer_1697	ADAPT	Drake	1697	orig=fl_wit_without_money by Fletcher
A58829	0	ad_unhappy_kindness_1697	ADAPT	Scott	1697	orig=fl_wife_for_month by Fletcher
A39804	0	ad_humorous_lieutenant_1697	ADAPT	anon	1697	orig=fl_humorous_lieutenant by Fletcher
A27198	0	ad_rule_a_wife_1697	ADAPT	anon	1697	orig=fl_rule_a_wife by Fletcher
B17587	0	ad_loyal_subject_1700	ADAPT	anon	1700	orig=fl_loyal_subject by Fletcher
A39806	0	ad_night_walker_1661	ADAPT	anon	1661	orig=fx_night_walker by Fletcher
A39805	0	ad_island_princess_1669	ADAPT	anon	1669	orig=fl_island_princess by Fletcher
A59503	0	ad_macbeth_1674	ADAPT	Davenant	1674	orig=shx_macbeth by Shakespeare
A59520	0	ad_tempest_1670	ADAPT	Dryden+Davenant	1670	orig=sh_tempest by Shakespeare
A59422	0	ad_timon_1678	ADAPT	Shadwell	1678	orig=shx_timon by Shakespeare
A59493	0	ad_lear_1681	ADAPT	Tate	1681	orig=sh_lear by Shakespeare
A59496	0	ad_richard2_1681	ADAPT	Tate	1681	orig=sh_richard2 by Shakespeare
A53517	0	ad_caius_marius_1680	ADAPT	Otway	1680	orig=sh_romeo by Shakespeare
A36983	0	ad_injured_princess_1682	ADAPT	DUrfey	1682	orig=sh_cymbeline by Shakespeare
A59525	0	ad_titus_1687	ADAPT	Ravenscroft	1687	orig=shx_titus by Shakespeare
A36704	0	ad_troilus_1679	ADAPT	Dryden	1679	orig=sh_troilus by Shakespeare
A62946	0	ad_coriolanus_1682	ADAPT	Tate	1682	orig=sh_coriolanus by Shakespeare
A35289	0	ad_misery_civil_war_1680	ADAPT	Crowne	1680	orig=shx_2henry6 by Shakespeare
A35283	0	ad_henry6_1681	ADAPT	Crowne	1681	orig=shx_2henry6 by Shakespeare
A48052	0	ad_sauny_scot_1698	ADAPT	Lacy	1698	orig=sh_shrew by Shakespeare
A59508	0	ad_measure_1700	ADAPT	Gildon	1700	orig=shx_measure by Shakespeare
A59501	0	ad_henry4_1700	ADAPT	Betterton	1700	orig=sh_1henry4 by Shakespeare
A59527	0	ad_hamlet_1676	ADAPT	Davenant(cuts)	1676	orig=sh_hamlet by Shakespeare
A59497	0	ad_julius_caesar_1684	ADAPT	anon(light)	1684	orig=sh_julius_caesar by Shakespeare
K039442.000	0	ad_marina_1738	ADAPT	Lillo	1738	orig=pericles by Shakespeare+Wilkins
K046085.000	0	ad_tempest_opera_1756	ADAPT	Garrick	1756	orig=sh_tempest by Shakespeare
K046340.000	0	ad_timon_1772	ADAPT	Cumberland	1772	orig=shx_timon by Shakespeare
K049485.000	0	r18_rowe_ambitious_stepmother	R18	Rowe	1700	ECCO/EEBO
K049942.000	0	r18_rowe_tamerlane	R18	Rowe	1701	ECCO/EEBO
K109300.000	0	r18_rowe_fair_penitent	R18	Rowe	1703	ECCO/EEBO
K049483.000	0	r18_rowe_ulysses	R18	Rowe	1705	ECCO/EEBO
K046880.000	0	r18_rowe_lady_jane_gray	R18	Rowe	1715	ECCO/EEBO
K032335.000	0	r18_addison_cato	R18	Addison	1713	ECCO/EEBO
K015532.000	0	r18_addison_drummer	R18	Addison	1715	ECCO/EEBO
K016151.000	0	r18_hill_fatal_extravagance	R18	Hill	1721	ECCO/EEBO
K002806.000	0	r18_hill_athelwold	R18	Hill	1731	ECCO/EEBO
K132743.000	0	r18_thomson_sophonisba	R18	Thomson	1730	ECCO/EEBO
K019154.000	0	r18_thomson_edward_eleonora	R18	Thomson	1739	ECCO/EEBO
K027367.000	0	r18_congreve_mourning_bride	R18	Congreve	1697	ECCO/EEBO
K001985.000	0	r18_congreve_love_for_love	R18	Congreve	1695	ECCO/EEBO
K121177.000	0	r18_congreve_double_dealer	R18	Congreve	1693	ECCO/EEBO
K036683.000	0	r18_centlivre_cruel_gift	R18	Centlivre	1716	ECCO/EEBO
K032330.000	0	r18_centlivre_perjured_husband	R18	Centlivre	1700	ECCO/EEBO
K000039.000	0	r18_centlivre_basset_table	R18	Centlivre	1705	ECCO/EEBO
K009642.000	0	r18_centlivre_busie_body	R18	Centlivre	1709	ECCO/EEBO
K032319.000	0	r18_centlivre_wonder	R18	Centlivre	1714	ECCO/EEBO
K032308.000	0	r18_centlivre_artifice	R18	Centlivre	1722	ECCO/EEBO
K040557.000	0	r18_dennis_liberty_asserted	R18	Dennis	1704	ECCO/EEBO
K039296.000	0	r18_manley_lucius	R18	Manley	1717	ECCO/EEBO
K050786.000	0	r18_philips_briton	R18	Philips	1722	ECCO/EEBO
K100402.000	0	r18_savage_overbury	R18	Savage	1723	ECCO/EEBO
K037803.000	0	r18_tcibber_henry6_civil_wars	R18	T.Cibber	1723	ECCO/EEBO
K040713.000	0	r18_lillo_london_merchant	R18	Lillo	1731	ECCO/EEBO
K120974.000	0	r18_ccibber_non_juror	R18	C.Cibber	1717	ECCO/EEBO
A36592	0	r18_dryden_all_for_love	R18	Dryden	1677	EEBO
A31538	0	src_shelton_quixote_1652	SRC	Shelton (tr. Cervantes)	1612	Shelton translation, 1652 ed.
K036934.000	0	df_double_falsehood	DF	Theobald (claims Shakespeare)	1728	ECCO-TCP first edition 1728
