Jefferson/03-02-02-0106	John Harvie to Thomas Jefferson, 12 January 1810
Jefferson/03-02-02-0107	Thomas Jefferson to Elias Glover, 13 January 1810
Jefferson/03-02-02-0108	Thomas Jefferson to Bernard McMahon, 13 January 1810
Jefferson/03-02-02-0109	Thomas Jefferson to Archibald Thweatt, 13 January 1810
Jefferson/03-02-02-0110	William Tunnicliff to Thomas Jefferson, 13 January 1810
Jefferson/03-02-02-0111	Horatio G. Spafford to Thomas Jefferson, 14 January 1810
Jefferson/03-02-02-0112	Joel Barlow to Thomas Jefferson, 15 January 1810
Jefferson/03-02-02-0113	Thomas Jefferson to Samuel Kercheval, 15 January 1810
Jefferson/03-02-02-0114	James Martin to Thomas Jefferson, 15 January 1810
Jefferson/03-02-02-0115	Thomas Jefferson to George Richardson, 16 January 1810
Jefferson/03-02-02-0116	John Richardson to Thomas Jefferson, 16 January 1810
Jefferson/03-02-02-0117	Thomas Jefferson to Eli Alexander, 17 January 1810
Jefferson/03-02-02-0118	Thomas Jefferson to John Barnes, 17 January 1810
Jefferson/03-02-02-0119	Thomas Jefferson to Dabney Carr, 17 January 1810
Jefferson/03-02-02-0120	Thomas Jefferson to John Wayles Eppes, 17 January 1810
